sent_1,sent_2,sim,label,rand_id
A man is playing the drums,A man is disassembling the drum,3.385,NEUTRAL,3589
A person is brushing a cat,Nobody is brushing a cat,3.6,CONTRADICTION,3072
Some young dirt bikers are getting a dirt bike up a sandy hill,Some young bikers are getting a dirt bike up a sandy hill,4.4,ENTAILMENT,8246
A young boy isn't climbing a wall made of rock,The young boy is climbing the wall made of rock,4.1,CONTRADICTION,653
Some milk is being hungrily drunk by a cat,The cat is hungrily drinking milk,4.8,ENTAILMENT,2117
A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,4.8,ENTAILMENT,2666
There is no young child running outside over the fallen leaves,A young child is running down a gravel road that is covered with dead leaves,3.1,CONTRADICTION,7300
A young boy is sitting in a bathing suit and waiting for the next race,A kid is sitting wearing swim gear,4.4,ENTAILMENT,9473
A young climber is making a rock wall for the boys,A young child is climbing a rock climbing wall which is indoors,2.9,NEUTRAL,663
The food on the trays isn't being eaten by the kittens,Some kittens are eating,2.8,CONTRADICTION,1879
The man is talking about the telephone,The man is talking on the telephone,3.6,NEUTRAL,5032
A young woman is shaking hands with a man,A man and a woman are shaking hands,4.4,ENTAILMENT,4280
A woman is placing food in a pot of hot water,A woman is cooking food in a pot of hot water,4.4,NEUTRAL,5239
A man is playing a large flute,There is no man playing a flute,4.1,CONTRADICTION,5352
A woman and three men are posing motionlessly for a photo,Three men and a woman are posing for a picture,4.5,ENTAILMENT,7138
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,3.3,CONTRADICTION,6540
A man is putting garlic on some bread slices,A person is bowling the ingredients to the man at the mixer,2.2,NEUTRAL,9877
A woman is eating a piece of meat,A woman is seasoning a piece of meat,3.6,NEUTRAL,5096
A woman with a ponytail is climbing down a wall of rock,A woman with a ponytail is climbing a wall of rock,4.085,ENTAILMENT,844
Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.8,CONTRADICTION,4674
Someone is peeling a banana,A man is eating a fruit,2.8,NEUTRAL,4348
"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown dog is jumping over a red hurdle,4.0,NEUTRAL,8180
The man in a grey t-shirt is sitting on a rock in front of the waterfall,There is no man in a grey t-shirt sitting on a rock in front of the waterfall,3.5,CONTRADICTION,542
A girl is raising a blue uniform with her arm,The girl in the blue and white uniform is cheering,3.2,NEUTRAL,888
A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,3.8,NEUTRAL,6300
A boy is jumping off the side of a water fountain made of stone in front of a building,A boy is jumping off the side of a stone water fountain in front of a building,4.6,ENTAILMENT,8363
The little girl is not swinging and the woman is not standing behind her,The little girl is swinging and the woman is standing behind her,3.1,CONTRADICTION,7446
Some furious racers on the green grass are yelling at the horses jumping an obstacle,"The Jockeys are racing horses on the field, which is completely green",2.8,NEUTRAL,1016
The boy is checking a calendar,A boy is looking at a calendar,4.8,ENTAILMENT,3940
A tiger is walking around aimlessly,A tiger is pacing around a cage,4.4,NEUTRAL,2599
A surfer is riding the wave,The wave is being ridden by a surfer,4.8,ENTAILMENT,7457
A woman is breaking two eggs in a bowl,There is no woman breaking eggs in a bowl,3.4,CONTRADICTION,1631
The boy is not playing the piano,The woman is pouring oil into the pan,1.0,NEUTRAL,4486
A band is playing on a stage,A band is playing onstage,5.0,ENTAILMENT,1266
An onion is being sliced by a woman,A woman is slicing an onion,4.9,ENTAILMENT,4663
One white dog and one black one are sitting side by side on the grass,A black and a white dog are joyfully running on the grass,4.115,NEUTRAL,859
Dogs are racing on a track,Dogs are running on a track,4.7,ENTAILMENT,8316
Some football players in red and white are jumping and hugging,Football players in red and white are jumping and hugging each other,4.8,ENTAILMENT,6640
A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,2.4,NEUTRAL,6200
The puppy is playing with a plastic container,The dog is playing with a plastic container,4.4,ENTAILMENT,3039
Swimmers are racing in a lake,Several jumpers are swimming in the water,3.165,NEUTRAL,3739
A white dog is standing on the leaves on the ground,One white dog is standing on the leaves on the ground,5.0,ENTAILMENT,7008
A woman is peppering green slices,A woman is slicing a green pepper,3.0,NEUTRAL,3814
A man and a woman are sitting in front of an art gallery and are looking at a map,A couple is looking at a map,4.4,ENTAILMENT,8917
Two people are kissing near a crowd,A woman is being kissed by a man,4.0,NEUTRAL,922
Someone is boiling okra in a pot,Someone is cooking okra in a pan,4.0,NEUTRAL,3543
A surfer is leaning the surfboard against a wall,The man is wearing a wetsuit and is riding a surfboard,2.6,NEUTRAL,6382
A man in a car is pulling up beside a woman that is who along a road,A man in a car is not pulling up beside a woman who is walking along a road,3.2,CONTRADICTION,4957
A boy is running away from the fishing line,A young man is running away from the fishing line,4.1,NEUTRAL,3232
A woman is cracking an egg into a bowl,There is no woman cracking an egg into a bowl,3.8,CONTRADICTION,2172
A person is not playing the keyboard,A man is playing a keyboard,2.6,CONTRADICTION,1372
The men are in the suitcases that are being packed in the trunk of a car,The men are putting suitcases into the trunk of a car,2.7,NEUTRAL,3697
A blond child is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,3.5,NEUTRAL,9021
A boy of young age is playing in the park with his mother,A boy in blue is running away from a woman in blue,3.3,NEUTRAL,7682
The men in brown shorts are walking on the rocks beside a river,Three boys are walking on rocks along a river,3.6,NEUTRAL,6773
A man is not playing a guitar,A famous singer is dancing on the ceiling,1.8,NEUTRAL,9846
A keyboard is being played by a person,A person is playing a keyboard,4.8,ENTAILMENT,5318
A cat is jumping into a container,A cat is jumping into a box,4.4,ENTAILMENT,5779
"A boy, who is little, is sitting in a green tunnel with a smile on his face",A small boy in a striped shirt is sliding out of a green tube,3.5,NEUTRAL,7563
A group of children in a church basement is playing guitars and tambourines,A group of children in a church basement is playing maracas and tambourines,4.2,NEUTRAL,9551
Children in swimming suits are not playing in the water,Children in swimming suits are playing in the water,4.2,CONTRADICTION,7993
A woman is grating carrots,Carrots are being grated by a woman,5.0,ENTAILMENT,3288
A boy next to some buckets of rags is holding an object,A young black child is waiting on the edge of a body of water near some buckets,2.5,NEUTRAL,9109
There is no man putting some cheese on a pizza,A man is sprinkling shredded cheese on a pizza,3.4,CONTRADICTION,5134
A young boy in the blue shirt is jumping into the water,The young boy in the blue shirt is jumping into the water,4.9,ENTAILMENT,8037
A baby is playing with a doll,A baby is playing with a toy,4.7,ENTAILMENT,5741
The boy is speedily riding a tricycle,The boy is riding a tricycle,4.385,ENTAILMENT,3376
A man with a camera is studying the subject,There is no man with a camera studying the subject,3.6,CONTRADICTION,727
The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,4.8,ENTAILMENT,9240
A man is slicing a fish,A woman is slicing a fish,3.6,NEUTRAL,5791
A dog is standing on one leg and is waiting for a soccer ball,The black and white dog is jumping for the ball,3.8,NEUTRAL,9610
The man is dancing,A man is dancing,4.9,ENTAILMENT,3544
A man is buttering a piece of bread,A man is buttering a slice of bread,4.6,ENTAILMENT,5147
A dog is rolling on the ground,A dog is sleeping on the ground,3.8,NEUTRAL,8578
A person is wearing a red jacket and holding a beer,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,3.3,NEUTRAL,7505
The boy and girl are not playing on a playground,The boy and girl are playing on the outdoor gym,3.0,NEUTRAL,7027
The man is catching a fish,A woman is deboning a fish,2.1,NEUTRAL,3418
A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,4.1,ENTAILMENT,8790
Men in costumes are walking around in the street,People in costumes are walking around in the street,4.3,ENTAILMENT,9413
The man is doing a wheelie with a motorcycle on ground which is mostly barren,"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",3.5,NEUTRAL,904
Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,4.9,ENTAILMENT,6259
An oriental man and two women are facing a camera,A group of people is standing together and looking at the camera,4.0,ENTAILMENT,7101
Someone is playing piano,A person is not playing a keyboard,3.0,NEUTRAL,5325
A big cat is opening a plastic drawer with its paws and is jumping inside,A cat is opening a drawer and jumping inside,4.4,ENTAILMENT,5003
A man is crouching and holding a camera,A woman is crouching and holding a camera,3.7,NEUTRAL,7805
Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are not getting airborne on a track near water and a skyline,3.9,NEUTRAL,8330
A person is slicing an onion,A person is slicing some ginger,2.8,NEUTRAL,4821
A man is throwing away a guitar,A man is playing a guitar,3.0,NEUTRAL,3805
A woman is cutting a fish,A woman is slicing a fish,5.0,ENTAILMENT,4965
A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,4.1,NEUTRAL,8351
A yellow dog is drinking water from the faucet,A yellow dog is not drinking water from the faucet,3.6,CONTRADICTION,8184
The brown dog is not sniffing the back of a small black dog,A large brown dog and a small grey dog are standing on a rocky surface,2.5,NEUTRAL,6761
A group of children is not playing tambourines,A group of children in a church basement is playing maracas and tambourines,3.6,CONTRADICTION,9555
A snow slide is full of kids,The kid is sliding in the snow,3.4,NEUTRAL,764
A man is playing a bamboo flute,A flute is being played by the man,4.3,ENTAILMENT,2577
A man in a car is not pulling up beside a woman who is walking along a road,A child is walking down the street and a jeep is pulling up,2.7,NEUTRAL,4959
A herd of deer is crossing the street,One herd of deer is crossing the street,4.8,ENTAILMENT,2917
The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,A man in a hat is walking through a store,3.9,ENTAILMENT,5977
A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,3.3,NEUTRAL,6112
