id	sim	sent_1	sent_2
MSRpar#SP190	1.75	ارتفع مؤشر داو جونز الصناعي ذلك وفقا للتداولات الصباحية بنسبة 40.12، أو 0.5 في المئة ، ليصل إلى 8،571.69، بانخفاض51 نقطة ،يوم الإثنين.	"في نيويورك، ارتفع مؤشر داو جونز الصناعي الذي يعادل30 سهما ممتازا بقيمة 3.29 نقطة أو 0.04 في المئة ليصل إلى 8،585.97.
MSRpar#SP191	1.750	قال فرانكلين:  كان الخطأ في التوقعات لمتوسط خمسة أيام بالنسبة لموسم كامل هو 259 ميل.	متوسط الخطأ في المسار لمدة خمسة أيام (حسب التوقعات) هو 323 ميلا بحريا.
MSRpar#SP192	3.750	ضاعفت وسائل الإعلام الغنية حصتها، بزيادة من 3% في ق2 من سنة 2002، إلى 6% في ق2 من سنة 2003 .	ضاعفت وسائل الإعلام  الغنية ،المتخصصة في أشكال الإعلانات ،حصتها من 3% في الربع الثاني من عام 2002، إلى 6% في الربع الثاني من عام 2003.
MSRpar#SP193	4.000	قال بيرك :يبدو من التقرير الأولي لدينا ،وبالنظر إلى الظروف ، أن هذا الهبوط هو هبوط مخطط له ."،
MSRpar#SP194	2	ارتفعت أسهم أليجانت في بورصة ناسداك بنسبة4 دولارات، أو 17.2دولارفي المئة ، لتصل إلى 27.43 دولار، في  التداولات الصباحية من يوم الخميس	أغلقت أسهم شركة أليجانت يوم الأربعاء على 23.40 دولار، بزيادة 64 سنتا، هذا في تداولات سوق ناسداك.
MSRpar#SP195	3.4	كما جاء في قانون الدولة ، 911 مكالمة هي معلومات غير عامة ولم يتم إعلانها .	بموجب القانون، 911 مكالمة هي معلومات غير عامة في ولاية رود آيلاند
MSRpar#SP197	4.8	قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء :أن الإطاحة ببقايا نظام صدام حسين المخلوع ،المتشددين في العراق ، سيستغرق وقتا.	"قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء: أن تحديد موقع ما تبقى من المتشددين من نظام صدام حسين المخلوع في العراق، سيستغرق وقتا .
MSRpar#SP198	2.000	قفزت سهم شركة أورانج إ لى ما يصل ل 15 في المئة.	"انخفضت أسهم شركة فرانس تليكوم 3.6 في المئة في حين ارتفعت  أسهم شركة أورانج 13 في المئة.
MSRpar#SP199	3.4	قال بريمر أن هناك مبادرة واحدة وهي لإطلاق برنامج وطني بقيمة  70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء وبناء المشاريع المجتمعية.	قال بريمر أنه سيطلق برنامجا بقيمة 70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء في العراق، وبناء المشاريع المجتمعية، لكنه لم يذكر تفاصيل.
MSRpar#SP2	3.75	أعلنت ميكرون أول أرباح فصلية لها لمدة ثلاث سنوات.	كما بينت كذلك أرقام ميكرون أيضا أول أرباح فصلية لمدة  ثلاث سنوات لمصنع درام.
MSRpar#SP20	5	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبانا .	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبا .
MSRpar#SP200	2.4	قالت السلطات يوم الأربعاء: أن عمليات البحث عن ثلاثة مفقودين من المراهقين ،كشفت عن اثنين منهم على الأقل ،ذلك بين الجثث التي دفنت تحت صبة إسمنت  حديثة في الطابق السفلي من المنزل.	أجرت السلطات يوم الخميس عملية تشريح في واحدة من ثلاث جثث انتشلت من تحت طبقة صبة إسمنت حديثة  ،في الطابق السفلي من أحد منازل  شمال غرب ولاية انديانا .
MSRpar#SP201	3.4	كان سايليا قائد القاعدة في حرب العراق، ولكن القيادة المركزية أرسلت المئات ممن أداروا الحرب إلى موطنهم في تامبا، فلوريدا.	بينما كان سايليا قائد القيادة في حرب العراق، لكن المئات ممن أداروا الحرب ،عادوا إلى الولايات المتحدة
MSRpar#SP202	4.8	يجري التحقيق مع صانعي معدات الاتصالات المحاصرة لوسنت تكنولوجيز من قبل اثنين من الوكالات الفيدرالية ،لانتهاكات محتملة للقوانين التابعة للولايات المتحدة والخاصة بالرشوة،في عملياتها في المملكة العربية السعودية.	تحقق اثنين من الوكالات الفيدرالية صانعي معدات التكنولوجيا  لوسنت تكنولوجيز ،لانتهاكات محتملة لقوانين الرشوة في الولايات المتحدة ،في عملياتها في المملكة العربية السعودية.
MSRpar#SP203	2.6	تقول منظمة شانغهاى للتعاون أنه لن يتم الإعلان عن شروط التسعير للحصول على ترخيص إلا بعد أسابيع.	قال ماكبرايد  :سيتم الإعلان عن تفاصيل بشأن التسعير في غضون أسابيع قليلة.
MSRpar#SP204	2.4	زاد مؤشر ناسداك المركب 30.46 نقطة، أو 2 في المئة،ليصل  إلى 1،520.15.	يحقق مؤشر ناسداك مكاسب أسبوعية من 17.27، أو 1.2 في المئة ليغلق عند مستوى 1،520.15 بعد حصوله على 30.46 نقطة يوم أمس.
MSRpar#SP205	2.6	قالت وزارة الخارجية البريطانية يوم الإثنين أن سلطات التحالف في العراق كانت مسرورة من إطلاق سراح الرجال .	قالت وزارة الخارجية البريطانية أنها توسطت  للإفراج عن الرجلين.
MSRpar#SP206	2.8	تشير تقديرات وول مارت أنه أكثر من 100 مليون أميركي يزور محلاتها كل أسبوع.	يزور كل أسبوع 138 مليون متسوق 4750 متجرا من متاجر وول مارت.
MSRpar#SP207	4.4	صرحت مصادر في صناعة السباقات للنشرة اليومية  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ، ابتداء من الموسم المقبل.	صرحت مصادر في صناعة السباقات  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ،ابتداء من الموسم المقبل.
MSRpar#SP208	3.2	أضاف السيد برودي: "ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا .	ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا وحقيقة العالم.
MSRpar#SP209	2.4	قال كيري"أنا فخور بأنني وقفت ضد ريتشارد نيكسون، وليس معه"	قالت : "انطلقت في الشوارع ضد ريتشارد نيكسون وحرب فيتنام"،
MSRpar#SP21	4.4	قال بلوفسكي أن اللجنة لم تقم بالتحقيق لأن نظام القيود المفروضة ومدته ثلاث سنوات قد انتهت صلاحيته .	قال بلوفسكي  :لن يبدأ الفريق تحقيقا رسميا بسبب انتهاء صلاحية النظام الأساسي للقيود .
MSRpar#SP210	4	قام باللوم على ريد هات ومؤسسة البرمجيات الحرة في محاولة لتقويض حقوق التأليف والنشر الأمريكية وقانون البراءات.	في رسالته، يتهم ماكبرايد مؤسسة البرمجيات الحرة وريد هات في محاولة لتقويض قوانين حقوق النشر الأمريكية.
MSRpar#SP211	3.25	كسبت أسهم كوريكسا 71 سنتا أو 10% لتصل إلى 7.91 دولار في تداول ناسداك .	"في التداولات الصباحية الأخيرة في سوق ناسداك للأوراق المالية، ارتفعت أسهم أوريكس 74 سنتا أو 10%،لتصل إلى 7.94 دولار .
MSRpar#SP212	4.000	دعت بعدها الشرطة فرقة من خبراء المفرقعات، ولكن الجهازانفجر ، مما أسفر عن مقتل ويلز، قبل وصول تقنيي تفكيك القنابل .	في حين انتظاروصول خبراء المفرقعات ،انفجرت القنبلة، مما أسفر عن مقتل ويلز.
MSRpar#SP213	2.750	ورفض متحدثان باسم مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية وشرطة الخيالة الكندية الملكية التعليق على بقاء الشكري جمعة في كندا.	رفض مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية والملكية الكندية رفضت الشرطة الخيالة التعليق على تقرير واشنطن تايمز
MSRpar#SP214	4.000	قال ستيفن ن عضو مجلس إدارة التحقيق :لقد كان هذا مشكلة دائمة لم يتم حلها".
MSRpar#SP215	3.6	انتهى معدل مؤشر داو جونز الصناعي لأسهم الشركات الامريكية الكبرى بارتفاع بنسبة 56.79 نقطة ، أو 0.67 في المئة ليصل إلى مستوى 8،588.36 - أعلى مستوى له منذ 17  كانون الثاني.	ارتفع مؤشر داو جونز الصناعي (أخبار، الرسم البياني، لمحة التابع ل د.ج $) ارتفع 56 نقطة، أو 0.7 في المئة، ليصل إلى مستوى 8,588.
