sent_1	sent_2	sim
Los Estados miembros autorizan a la jefa de la diplomacia de la UE, Catherine Ashton, y a la Comisión Europea a iniciar la negociación.	sEstas negociaciones ayudarán a consolidar nuestro compromiso con Cubas, dijo la alta representante de la UE para Asuntos Exteriores y Política de Seguridad, Catherine Ashton, poco después de tomarse la decisión de iniciar el diálogo bilateral.	1.6
sNo debemos ocultar esas y otras deficiencias, sino combatirlas frontalmente con toda la fuerza de nuestro patriotismo y determinacións, manifestó el Presidente, si bien no hizo mención directa a las víctimas de la dictadura.	sNo debemos ocultar esas y otras deficiencias sino combatirlas frontalmente con toda la fuerza de nuestro patriotismo y determinacións, manifestó el presidente en un acto en el Congreso que conmemoró el 25 aniversario de la caída del régimen dictatorial más largo de Latino américa.	3.2
sNos inscribimos, recibimos un par de Google Glass, y estamos probándolas para ver si tienen algún valor en investigaciones, mayormente para patrullajes, señaló un oficial a Venturebeat.	sNos inscribimos, nos dieron unos cuantos pares de los Google Glasses, y los estamos probando para ver si tienen algún valor en las investigaciones, principalmente para hacer patrullajess, citó VentureBeat a un oficial de la fuerza que mantuvo el anonimato.	4
La Unión Europea irrumpió este lunes en el enfrentamiento entre la oposición y el presidente Yanukovich, anunciando que prepara junto a Estados Unidos y el FMI un importante programa de asistencia financiera para Ucrania.	Por su parte, Washington confirmó que mantiene conversaciones con la Unión Europea para elaborar un paquete de ayuda financiera para Ucrania.	3
Andrade fue ingresado en la UCI del Hospital de Souza Aguiar, en el centro de Río de Janeiro, por una lesión en el cráneo.	Andrade, quien permanece internado en el Centro de Tratamiento Intensivo del Hospital Municipal Souza Aguiar, había sido sometido el pasado viernes a una operación de urgencia tras ingresar en estado de coma.	3.4
Entre las víctimas hay al menos 217 civiles que perecieron por el fuego cruzado en los combates, en atentados y por el impacto de proyectiles de mortero.	Dentro de esta cifra, hay al menos 23 ciudadanos que fueron ejecutados por el Estado Islámico.	1.4
El presidente de Chile, Sebastián Piñera, evitó confirmar el envío de una nota de protesta al Perú a raíz de la polémica sobre la soberanía del striángulo terrestres tras el fallo de la Corte Internacional de Justicia de La Haya.	De acuerdo al Tratado de 1929, la frontera terrestre se inicia en el Punto Concordia, aunque Santiago considera que es partir del Hito; el presidente de Chile, Sebastián Piñera, confirmó que su Gobierno envió una nota de protesta a Perú por el “triángulo terrestre”, tema que ha sido puesto en la agenda tras el fallo de la Corte Internacional de Justicia de La Haya respecto al límite marítimo entre ambos países.	2.8
La autoridad regional manifestó que el hecho se produjo durante la noche del sábado y que como parte de las tareas de atención a los afectados se albergó a diez familias en carpas con la respectiva provisión de vituallas.	Por su parte, la oficina de información de la alcaldía del municipio, explicó que el alud se registró la noche del sábado en la pequeña comunidad campesina de Chullpacasa Chico, cerca del poblado de Morochata, en las estribaciones de la Cordillera de los Andes en la capital de Cochabamba.	1.8
La Corte sostiene que la frontera marítima entre las partes se extiende en 80 millas marítimas desde en punto de partida.	La CIJ, sin embargo, no especificó las coordenadas exactas de la diagonal que unirá el punto de las 80 millas en el paralelo con otro punto a 200 millas de la costa chilena.	2.2
Nueva York, 7 feb .- El Departamento de Policía de Nueva York comenzó a probar las Google Glass con el fin de ayudar a los agentes a disponer rápidamente de información sobre sospechosos, gracias a las técnicas de reconocimiento facial, según confirmó hoy el responsable del cuerpo.	Datos al instante sobre posibles sospechosos gracias a las capacidades de reconocimiento facial que incluye el nuevo dispositivo del gigante de las búsquedas es lo que persigue la policía de la ciudad de Nueva York, Estados Unidos.	2.4
La Secretaria de Estado para la Economía de Suiza ha confirmado que la inmigración europea ha permitido reducir el ritmo de envejecimiento de la población y atenuar el problema de la financiación de las prestaciones sociales.	El texto de la iniciativa aprobada advierte con ambigüedad de que sel derecho de estancia duradera puede ser limitados, al igual que sla reunificación familiars y las sprestaciones socialess.	1
Irán y la Agencia Internacional para la Energía Atómica pusieron fin hoy a las negociaciones nucleares con un nuevo acuerdo de cooperación de siete puntos.	Se espera que los nuevos puntos de acuerdo estén dirigidos a ampliar la transparencia del programa nuclear iraní.	1.8
Un joven marsellés fue condenado hoy a un año de prisión por haber maltratado a un gato, filmado la escena y colgado la grabación en internet.	Un joven ha sido condenado a un año de cárcel por haber maltratado un gato, grabado la escena y subido el video a Internet.	3.6
La jirafa fue sacrificada por medio de una pistola de peron, para evitar contaminación de su carne y así poder alimentar a otros animales . — Una petición en línea para salvar la vida de una jirafa joven fracasó a pesar de reunir miles de firmas.	Pese a los bombardeos y disparos, la Media Luna Roja ha logrado repartir 250 paquetes de comida y 190 con productos de higiene y medicinas.	0
El exalcalde de Bogotá Enrique Peñalosa, quien todavía brega por conseguir el aval de la Alianza Verde en una consulta interna, está de cuarto con 7,1 por ciento, mientras que Clara López, la aspirante del Polo, tiene el 6 por ciento.	El senador Camilo Romero, quien también está en la Alianza Verde, logró en la encuesta el 1,2 % de intención de voto.	1.2
La odisea de Alvarenga, que parece salida del sRelato de un náufragos de Gabriel García Márquez, suscita desde hace más de una semana un gran interés en todo el mundo.	Un año después, García Márquez publicó en el mismo diario Relato de un náufrago, una serie de catorce crónicas sobre el naufragio del destructor A. R. C. Caldas, basándose en entrevistas con Luis Alejandro Velasco, joven marinero que sobrevivió al naufragio.	2
Según la investigación, la SMSS 0313-6708 se encontraba a 6.000 años luz de la Tierra, lo que es considerado bastante cerca en términos astronómicos.	La estrella, bautizada como SMSS J031300.36-670839.3, se encuentra en la Vía Láctea a unos 6.000 años luz de la Tierra, una distancia que para Keller está srelativamente cerca en términos astronómicoss.	2.8
El responsable de la OIEA, Ali Akbar Salehi, afirmó esta semana que Irán estaría dispuesto a realizar salgunas modificaciones en los planos para producir menos plutonios, si bien insistió que se trata de un reactor de investigación.	En respuesta a esas inquietudes, el responsable de la OIEA, Ali Akbar Salehi, afirmó esta semana que Irán está dispuesto a shacer algunas modificaciones en los planes para producir menos plutonios, aunque repitió que Arak es un reactor de investigación.	3.8
El ministro luxemburgués también señaló que hay muchos empleos y buena parte del comercio entre la UE y Suiza dependen de la relación entre las dos partes.	sEsto va en contra del principio de libre circulación de personas entre la UE y Suiza.	1.6
Sin embargo, el argumento del grave impacto macroeconómico que podía tener entrar en una renegociación con la UE no fue suficiente para calmar los temores de la población.	Sin embargo, la economía del país centroeuropeo está en un momento boyante, el desempleo no llega al 4% y los empresarios consideran que la entrada en vigor del acuerdo con la UE tuvo un impacto posiitivo en el mercado laboral suizo puesto que reforzó los controles y garantías para todos los trabajadores.	1.8
El actual presidente Horacio Cartes declaró la guerra a la pobreza, que afecta casi al 60% de la población, de unos 6,5 millones de personas.	El partido que sostuvo a la dictadura es el mismo partido que al día siguiente dijo, nosotros apoyamos la democracias, indicó a Efe Antonio Pecci, Coordinador de la Mesa de la Memoria Histórica, una coalición de organizaciones de derechos humanos.	0
El presidente de Uruguay, José Mujica, se reunió en La Habana la semana pasada con la delegación de paz de las Fuerzas Armadas Revolucionarias de Colombia , según confirmó hoy un portavoz de la guerrilla.	Los negociadores, encabezados por el exvicepresidente Humberto de la Calle, tienen previsto partir sobre las 19:30 GMT hacia la capital cubana, donde residen los delegados de las Fuerzas Armadas Revolucionarias de Colombia desde que se inició el diálogo en busca de la paz en noviembre de 2012.	1.8
De esta manera, y en plena crisis que vive España desde hace cinco años y que ha provocado que cinco millones de personas no tengan trabajo, se conoció que la reina cobrará este año 131.739 euros brutos anuales, y la Princesa de Asturias 102.464 euros, cantidad a la que se aplica la correspondiente retención fiscal.	Por primera vez, se ha hecho público las dotaciones que recibirá la Reina este año: 131.739 euros brutos al año, y también la Princesa de Asturias, 102.464 euros.	3.2
El presidente Santos anunció que países como Finlandia, Singapur, Israel y Marruecos han manifestado su intención de participar como observadores de la Alianza del Pacífico.	Santos recordó que en la actualidad hay 25 países observadores , y gobiernos como los de Israel, Singapur y Marruecos, han manifestado ingresar al grupo de observadores de la Alianza del Pacífico.	3.6
